Year,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Purchased Electricity,12.98,13.01,13.26,13.34,13.44,13.5,13.56,13.62,13.69,13.75,13.82,13.9,13.97,14.05,14.15,14.25,14.38,14.5,14.62,14.73,14.85,14.98,15.11,15.25,15.38,15.52,15.66,15.78,15.92,16.09
